E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_56_270.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_56_270.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_56_270.jpg, 0, 1, 0, 17.22913
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_56_370.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_56_370.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_56_370.jpg, 0, 1, 0, 18.28647
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_56_474.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_56_474.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_56_474.jpg, -0.1494309, 1, 0, 19.509
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_56_574.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_56_574.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_56_574.jpg, -0.451014, 1, 0, 20.40849
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_56_675.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_56_675.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_56_675.jpg, -0.5231728, 1, 0, 21.24863
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_56_777.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_56_777.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_56_777.jpg, -0.2307757, 1, 0, 22.26375
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_56_880.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_56_880.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_56_880.jpg, 0, 1, 0, 23.21349
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_56_980.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_56_980.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_56_980.jpg, 0, 1, 0, 24.19269
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_57_080.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_57_080.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_57_080.jpg, 0, 1, 0, 25.15251
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_57_181.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_57_181.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_57_181.jpg, 0, 1, 0, 26.10813
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_57_282.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_57_282.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_57_282.jpg, -0.0481449, 1, 0, 27.05355
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_57_386.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_57_386.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_57_386.jpg, -0.3466814, 1, 0, 27.91065
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_57_488.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_57_488.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_57_488.jpg, -0.6435563, 1, 0, 28.60721
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_57_591.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_57_591.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_57_591.jpg, -0.6176476, 1, 0, 29.38045
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_57_694.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_57_694.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_57_694.jpg, -0.5056989, 1, 0, 30.18922
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_57_798.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_57_798.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_57_798.jpg, -0.2080101, 1, 0, 30.19773
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_57_902.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_57_902.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_57_902.jpg, 0, 0.780162, 0, 30.13962
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_58_004.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_58_004.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_58_004.jpg, 0, 0.4724711, 0, 30.06757
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_58_106.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_58_106.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_58_106.jpg, 0, 0.1783905, 0, 29.99111
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_58_210.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_58_210.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_58_210.jpg, 0, 0, 0, 29.7298
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_58_315.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_58_315.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_58_315.jpg, 0.1144212, 0, 0, 29.36429
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_58_418.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_58_418.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_58_418.jpg, 0.1525605, 0, 0, 29.01685
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_58_521.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_58_521.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_58_521.jpg, 0, 0.0251184, 0, 28.71983
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_58_625.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_58_625.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_58_625.jpg, 0, 0.3372273, 0, 28.62942
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_58_726.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_58_726.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_58_726.jpg, 0, 0.6255435, 0, 28.91064
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_58_827.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_58_827.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_58_827.jpg, 0, 0.924939, 0, 29.5482
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_58_930.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_58_930.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_58_930.jpg, 0, 1, 0, 30.19067
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_59_034.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_59_034.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_59_034.jpg, 0, 1, 0, 30.19001
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_59_137.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_59_137.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_59_137.jpg, 0, 1, 0, 30.18911
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_59_241.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_59_241.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_59_241.jpg, 0, 1, 0, 30.1905
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_59_343.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_59_343.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_59_343.jpg, 0, 1, 0, 30.18989
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_59_446.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_59_446.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_59_446.jpg, 0, 1, 0, 30.19081
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_59_550.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_59_550.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_59_550.jpg, 0, 1, 0, 30.19055
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_59_652.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_59_652.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_59_652.jpg, 0, 1, 0, 30.19052
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_59_757.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_59_757.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_59_757.jpg, 0, 1, 0, 30.19053
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_59_866.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_59_866.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_59_866.jpg, -0.2318088, 1, 0, 30.1747
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_45_59_975.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_45_59_975.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_45_59_975.jpg, -0.2848653, 1, 0, 30.18311
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_00_077.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_00_077.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_00_077.jpg, 0, 1, 0, 30.1875
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_00_179.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_00_179.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_00_179.jpg, 0, 1, 0, 30.19127
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_00_284.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_00_284.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_00_284.jpg, 0, 1, 0, 30.19064
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_00_384.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_00_384.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_00_384.jpg, 0, 1, 0, 30.19058
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_00_488.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_00_488.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_00_488.jpg, 0, 1, 0, 30.19051
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_00_591.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_00_591.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_00_591.jpg, -0.201237, 1, 0, 30.17936
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_00_694.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_00_694.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_00_694.jpg, -0.3522373, 1, 0, 30.17541
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_00_796.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_00_796.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_00_796.jpg, -0.0460096, 1, 0, 30.18858
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_00_896.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_00_896.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_00_896.jpg, 0, 1, 0, 30.18976
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_00_999.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_00_999.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_00_999.jpg, 0, 1, 0, 30.18928
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_01_101.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_01_101.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_01_101.jpg, 0, 1, 0, 30.19071
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_01_204.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_01_204.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_01_204.jpg, 0, 1, 0, 30.19036
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_01_306.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_01_306.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_01_306.jpg, 0, 1, 0, 30.19027
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_01_407.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_01_407.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_01_407.jpg, 0, 1, 0, 30.19053
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_01_509.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_01_509.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_01_509.jpg, 0, 1, 0, 30.19027
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_01_610.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_01_610.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_01_610.jpg, -0.2683965, 1, 0, 30.17223
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_01_713.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_01_713.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_01_713.jpg, -0.2486175, 1, 0, 30.18715
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_01_818.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_01_818.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_01_818.jpg, 0, 1, 0, 30.18685
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_01_923.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_01_923.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_01_923.jpg, 0, 1, 0, 30.18978
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_02_024.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_02_024.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_02_024.jpg, 0, 1, 0, 30.19026
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_02_125.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_02_125.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_02_125.jpg, 0, 1, 0, 30.19032
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_02_230.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_02_230.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_02_230.jpg, 0, 1, 0, 30.19029
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_02_332.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_02_332.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_02_332.jpg, 0, 1, 0, 30.1903
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_02_436.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_02_436.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_02_436.jpg, 0, 1, 0, 30.19029
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_02_541.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_02_541.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_02_541.jpg, -0.0582039, 1, 0, 30.18949
E:\Datasets\CAPSTONE_PROJECT\IMG\center_2019_02_26_16_46_02_642.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\left_2019_02_26_16_46_02_642.jpg, E:\Datasets\CAPSTONE_PROJECT\IMG\right_2019_02_26_16_46_02_642.jpg, -0.3468852, 1, 0, 30.16177
